,Geography,Current Year Week Ending,Type,ASP Current Year,Total Bulk and Bags Units,4046 Units,4225 Units,4770 Units,TotalBagged Units
5968,South Central,10/11/2020,Organic,1.382207938,130031.84,10404.14,1060.61,1812.04,77346.76
5969,South Central,10/18/2020,Organic,1.329957026,133990.79,18829.84,1108,1280.06,74054.03
5970,South Central,10/25/2020,Organic,1.400967471,134064.38,22588.53,1091.01,1287.84,75493.27
5971,South Central,11/1/2020,Organic,1.28998511,125210.85,10859.4,1115.66,1462.67,76206.23
5972,South Central,11/8/2020,Organic,1.304037576,131268.13,11940.43,1211.5,1346.49,78549.83
5973,South Central,11/15/2020,Organic,1.342147139,136985.04,25464.52,1050.51,1197.5,78207.78
5974,South Central,11/22/2020,Organic,1.307614472,136571.68,15263.54,1120.22,1239.45,76536.15
5975,South Central,11/29/2020,Organic,1.326388478,115647.16,9134.05,916.23,989.41,65942.9
5976,South Central,12/6/2020,Organic,1.346758492,137337.51,14557.88,944.66,1604.64,80778.6
5977,South Central,12/13/2020,Organic,1.30811922,142073.67,18062.78,1020.35,866.38,83467.27
5978,South Central,12/20/2020,Organic,1.351490486,136737.12,19376.54,1022.43,965.38,78231.51
5979,South Central,12/27/2020,Organic,1.354627706,132014.5,13456.45,1033.8,1236.22,74309.59
5980,Southeast,1/6/2020,Organic,1.38768294,178231.58,1262.24,9261.87,41.46,111132.56
5981,Southeast,1/12/2020,Organic,1.267211459,224878.99,1418.16,10653.23,45.66,129128.11
5982,Southeast,1/19/2020,Organic,1.301096056,192840.83,1477.4,10536.97,96.85,109688.84
5983,Southeast,1/26/2020,Organic,1.352192628,185635.11,1743.34,9357.16,112.7,122282.45
5984,Southeast,2/2/2020,Organic,1.34516422,191933.66,1316.76,9410.48,57.92,128365.09
5985,Southeast,2/9/2020,Organic,1.370771891,179578.01,1284.32,8453.94,47.53,124271.31
5986,Southeast,2/16/2020,Organic,1.362326252,187416.06,1345.51,8232.62,69.04,133679.84
5987,Southeast,2/23/2020,Organic,1.392712217,198205.5,1396.71,8489.76,89.19,143031.83
5988,Southeast,3/1/2020,Organic,1.414866322,213303.96,1609.88,8482.29,71.1,155515.63
5989,Southeast,3/8/2020,Organic,1.413427373,221155.02,1690.73,9403.95,15.52,157249.34
